%element	local	global	x	y	z	dx	dy	dz	e11	e22	e33	e12	e23	e13	s11	s22	s33	s12	s23	s13	von
188	4	9	4	0	0	-0.15176	0	0	-0.0181829	0.0909493	-0.0184395	-0.00119356	0	6.6835e-05	-0.0006158	0.908819	-0.00275436	-0.00497316	0	0.000278479	1.11561	
200	4	249	1.46681	0	0	-0.127024	0	0	0.00479725	0.159927	-0.0417319	-0.000727157	0	0.00116865	0.381623	1.67437	-0.00611967	-0.00302982	0	0.00486938	1.91305	
210	4	249	1.46681	0	0	-0.127024	0	0	0.004546	0.160016	-0.0417319	0.000614028	0	0.00116865	0.379078	1.67466	-0.00657122	0.00255845	0	0.00486938	1.91465	
213	4	243	2.90421	0	0	-0.13259	0	0	-0.0132362	0.109591	-0.0239706	0.000154851	0	-1.43192e-06	0.0907646	1.11432	0.00131183	0.000645213	0	-5.96634e-06	1.32764	
217	3	247	1.75406	0	0	-0.125778	0	0	0.00319206	0.134274	-0.0348204	-0.000319095	0	0.000346865	0.311726	1.40407	-0.00504372	-0.00132956	0	0.00144527	1.60693	
217	4	248	1.59448	0	0	-0.126421	0	0	0.00485775	0.145634	-0.0382849	0.000405559	0	0.000717834	0.352167	1.5253	-0.00735488	0.00168983	0	0.00299097	1.74276	
217	12	266	1.67427	0	0	-0.126066	0	0	0.00402491	0.139954	-0.0364408	4.32317e-05	0	0.000507378	0.332257	1.465	-0.00495724	0.000180132	0	0.00211407	1.67402	
222	5	244	2.51459	0	0	-0.128108	0	0	-0.00855968	0.113775	-0.026262	0.000150858	0	-4.33537e-06	0.147983	1.16743	0.000463855	0.000628575	0	-1.80641e-05	1.37166	
225	3	242	3.39123	0	0	-0.1404	0	0	-0.0180832	0.104186	-0.0215462	-0.000258619	0	1.94414e-05	0.0286307	1.04754	-0.000227855	-0.00107758	0	8.10056e-05	1.27158	
225	4	243	2.90421	0	0	-0.13259	0	0	-0.0139916	0.109658	-0.0239706	0.000526505	0	-1.43192e-06	0.082558	1.11297	-0.000600395	0.00219377	0	-5.96634e-06	1.33076	
225	12	261	3.14772	0	0	-0.136246	0	0	-0.0160374	0.106922	-0.0227455	0.000133943	0	7.33245e-06	0.0556301	1.08029	-0.000271132	0.000558095	0	3.05519e-05	1.30099	
241	3	256	1.06323	0	0	-0.123442	0	0	-0.0420125	0.281946	-0.0543096	9.68826e-05	0	0.00243857	0.165517	2.86517	0.0630412	0.000403677	0	0.0101607	3.39062	
241	4	257	1.04181	0	0	-0.12246	0	0	-0.0496699	0.295902	-0.054822	-0.000108836	0	0.00242063	0.117778	2.99754	0.0748446	-0.000453484	0	0.0100859	3.56216	
