# node	x		y	z	stress11	stress22	stress33	stress12	stress23	stress13
#6688
9169	-0.02300	0.0026	0.5	-0.00842545	-0.0215161	1.445550	-0.00478813	-0.137411	0.00123339
13789	-0.0209875	0.0026	0.5	-0.00791189	-0.0208264	1.446570	0.00687943	-0.137462	0.00129762
#6752
13789	-0.0209875	0.0026	0.5	-0.00842767	-0.0210474	1.446350	-0.00316398	-0.137462	0.00228236
13852	-0.018975	0.0026	0.5	-0.0072762	-0.0191229	1.448270	0.00962241	-0.137446	0.00234658
#6816
13852	-0.018975	0.0026	0.5	-0.00809652	-0.0194745	1.447910	-0.00210276	-0.137446	0.00333133
13915	-0.0169625	0.0026	0.5	-0.00631064	-0.0163234	1.450720	0.0129319	-0.137417	0.00339555
#6880
13915	-0.0169625	0.0026	0.5	-0.00743154	-0.0168038	1.450240	-0.00160733	-0.137417	0.0043803
13978	-0.01495	0.0026	0.5	-0.00501321	-0.0124306	1.453920	0.0168095	-0.137386	0.00444452
#6944
13978	-0.01495	0.0026	0.5	-0.00641359	-0.0130308	1.453320	-0.00167478	-0.137386	0.00542928
14041	-0.0129375	0.0026	0.5	-0.00336156	-0.00743269	1.457900	0.0212677	-0.13735	0.0054935
#7008
14041	-0.0129375	0.0026	0.5	-0.00502873	-0.00814719	1.457180	-0.00230376	-0.13735	0.00647811
14104	-0.010925	0.0026	0.5	-0.0013227	-0.00127672	1.462670	0.0263176	-0.137284	0.00654233
#7072
14104	-0.010925	0.0026	0.5	-0.00388479	-0.00237476	1.461570	-0.00340375	-0.137284	0.00753227
14167	-0.0089125	0.0026	0.5	0.00103883	0.00708174	1.468520	0.0318841	-0.137068	0.0075965
#7136
14167	-0.0089125	0.0026	0.5	-0.00784937	0.00327252	1.464720	-0.0056091	-0.137068	0.00840378
8665	-0.00690	0.0026	0.5	-0.000955588	0.0171181	1.473850	0.035252	-0.136497	0.00846801
#8672
8665	-0.00690	0.0026	0.5	-0.0190504	0.00936321	1.466090	-0.00914709	-0.136497	0.00842958
14608	-0.005175	0.0026	0.5	-0.0146626	0.0176899	1.472390	0.0271034	-0.135788	0.00848465
#8544
14608	-0.005175	0.0026	0.5	-0.0227681	0.0142161	1.468920	-0.0179434	-0.135788	0.00738197
14545	-0.00345	0.0026	0.5	-0.0226678	0.0127822	1.470690	0.0183862	-0.135008	0.00743705
#8416
14545	-0.00345	0.0026	0.5	-0.0263123	0.0112202	1.469130	-0.0211896	-0.135008	0.00516874
14482	-0.001725	0.0026	0.5	-0.027671	0.00688298	1.468930	0.0137667	-0.134337	0.0052238
#8288
14482	-0.001725	0.0026	0.5	-0.028218	0.00664854	1.468700	-0.019076	-0.134337	0.00180596
14419	0	0.0026	0.5	-0.0290231	0.00435756	1.468310	0.0147335	-0.134115	0.001861
#8160
14419	0	0.0026	0.5	-0.0294243	0.00418559	1.468140	-0.0149397	-0.134115	-0.00186654
14356	0.001725	0.0026	0.5	-0.028662	0.00637508	1.468490	0.0187051	-0.134361	-0.00181145
#8032
14356	0.001725	0.0026	0.5	-0.0274939	0.00687566	1.468990	-0.0140596	-0.134361	-0.00513208
14293	0.003450	0.0026	0.5	-0.0263739	0.0106329	1.468960	0.0207738	-0.134974	-0.00507702
#7904
14293	0.003450	0.0026	0.5	-0.0218317	0.0125796	1.470910	-0.0182162	-0.134974	-0.0074762
14230	0.005175	0.0026	0.5	-0.0217889	0.0143528	1.469280	0.0182101	-0.135807	-0.00742114
#7776
14230	0.005175	0.0026	0.5	-0.015749	0.0169414	1.471870	-0.0264672	-0.135807	-0.008428
9680	0.006900	0.0026	0.5	-0.0198253	0.00932584	1.465900	0.00945929	-0.136483	-0.00837291
#9184
9680	0.006900	0.0026	0.5	-0.000877941	0.0174461	1.474020	-0.0352893	-0.136483	-0.00845709
15049	0.0089125	0.0026	0.5	-0.00792686	0.00323215	1.464730	0.00556917	-0.137062	-0.00839285
#9120
15049	0.0089125	0.0026	0.5	0.00105238	0.00708039	1.468580	-0.0318928	-0.137062	-0.00758288
14986	0.010925	0.0026	0.5	-0.00386295	-0.00236387	1.461640	0.00340435	-0.137279	-0.00751866
#9056
14986	0.010925	0.0026	0.5	-0.00131666	-0.0012726	1.462730	-0.026323	-0.137279	-0.00652876
14923	0.0129375	0.0026	0.5	-0.00501941	-0.0081425	1.457260	0.00230236	-0.137344	-0.00646454
#8992
14923	0.0129375	0.0026	0.5	-0.00336191	-0.00743214	1.457970	-0.0212693	-0.137344	-0.00547989
14860	0.014950	0.0026	0.5	-0.00640961	-0.0130272	1.453410	0.00167419	-0.137378	-0.00541567
#8928
14860	0.014950	0.0026	0.5	-0.00501404	-0.0124291	1.454010	-0.0168107	-0.137378	-0.00443087
14797	0.0169625	0.0026	0.5	-0.00742865	-0.0168007	1.450330	0.00160645	-0.137408	-0.00436664
#8864
14797	0.0169625	0.0026	0.5	-0.00631154	-0.0163219	1.450810	-0.0129328	-0.137408	-0.00338184
14734	0.018975	0.0026	0.5	-0.00809374	-0.0194716	1.448020	0.0021017	-0.137436	-0.00331762
#8800
14734	0.018975	0.0026	0.5	-0.00727712	-0.0191216	1.448370	-0.00962313	-0.137436	-0.00233281
14671	0.0209875	0.0026	0.5	-0.00842491	-0.0210446	1.446460	0.00316276	-0.137452	-0.00226859
#8736
14671	0.0209875	0.0026	0.5	-0.00791285	-0.0208252	1.446680	-0.00687989	-0.137452	-0.00128378
10632	0.023000	0.0026	0.5	-0.0084227	-0.0215133	1.445670	0.00478691	-0.137403	-0.00121956
